	Movie	Month	Day	Release Year	Budget($M)	Domestic Gross($M)	Worldwide Gross($M)	URL	Language	Country	Genre	CastID	Rating	DirectorID
4506	The Day the Earth Stood Still	Mar	4	2003	1.2	3.7	3.7	/title/tt0970416/?ref_=fn_al_tt_1	['English']	['USA']	['Drama', 'Sci-Fi', 'Thriller']	['nm0000206/', 'nm0000124/', 'nm0000870/', 'nm1535523/', 'nm0000092/', 'nm0358316/', 'nm0151419/', 'nm0460694/', 'nm0393222/', 'nm0745232/']	5.3	nm1701024
4507	Home Run	Apr	19	2013	1.2	2.859955	2.859955	/title/tt2051894/?ref_=fn_al_tt_1	['English']	['USA']	['Drama', 'Sport']	['nm2040932/', 'nm1270857/', 'nm2628285/', 'nm1534917/', 'nm2542995/', 'nm4362718/', 'nm1988958/', 'nm0676649/', 'nm0000407/', 'nm5377203/']	6.7	nm1589515
4508	Reservoir Dogs	Oct	23	1992	1.2	2.832029	2.832029	/title/tt0105236/?ref_=fn_al_tt_1	['English']	['UK', 'USA', 'Germany']	['Crime', 'Drama', 'Thriller']	['nm0000172/', 'nm0000619/', 'nm0000514/', 'nm0001606/', 'nm0000114/', 'nm0862937/', 'nm0120483/', 'nm0000233/', 'nm0112207/', 'nm0051257/']	6.6	nm0001752
4509	But I'm a Cheerleader	Jul	7	2000	1.2	2.205627	2.509344	/title/tt0179116/?ref_=fn_al_tt_1	['Hindi', 'Urdu']	['USA']	['Comedy', 'Drama', 'Romance']	['nm0005169/', 'nm0931329/', 'nm0929683/', 'nm0001069/', 'nm0831467/', 'nm0750412/', 'nm0231962/', 'nm0719424/', 'nm0001550/', 'nm0004827/']	2.8	nm0788906
4510	The Wrong Man	Dec	23	1956	1.2	2.0	2.0	/title/tt0425210/?ref_=fn_al_tt_1	['Arabic', 'Hebrew']	['UK', 'USA']	['Crime', 'Drama', 'Mystery']	['nm0001326/', 'nm0000246/', 'nm0005154/', 'nm0000151/', 'nm0001426/', 'nm1032371/', 'nm0653660/', 'nm0001804/', 'nm0150255/', 'nm0592923/']	6.2	nm0000076
4511	The Blue Bird	Jan	1	1976	1.2	0.887	0.887	/title/tt0032264/?ref_=fn_al_tt_1	['English']	['Italy']	['Drama', 'Family', 'Fantasy']	['nm0000073/', 'nm0001981/', 'nm0115558/', 'nm0814216/', 'nm0172287/', 'nm0419279/', 'nm0707771/', 'nm0259148/', 'nm0751255/', 'nm0187711/']	7.4	nm0629658
4512	Blue Like Jazz	Apr	13	2012	1.2	0.595018	0.595018	/title/tt1758575/?ref_=fn_al_tt_1	['English', 'Latin', 'French']	['USA']	['Comedy', 'Drama']	['nm1483867/', 'nm2322853/', 'nm0713389/', 'nm0919482/', 'nm1441925/', 'nm0005189/', 'nm3561910/', 'nm0514750/', 'nm0019207/', 'nm0139737/']		nm0004965
4513	Que Horas Ela Volta?	Aug	28	2015	1.2	0.376976	3.048209	/title/tt3742378/?ref_=fn_al_tt_1	['English']	['USA', 'Australia']	['Comedy', 'Drama']	['nm0143252/', 'nm2376938/', 'nm6507706/', 'nm1281415/', 'nm1961482/', 'nm2674069/', 'nm7546002/', 'nm1005239/', 'nm1156708/', 'nm1337030/']	5.8	nm1490123
4514	Q	Nov	19	1982	1.2	0.255	0.255	/name/nm0000233/?ref_=fn_al_nm_1	['English']	['USA']	[]	['', '', '', '', '', '', '', '', '', '']	3.4	nm0744834
4515	Down & Out with the Dolls	Mar	21	2003	1.2	0.058936	0.058936	/title/tt0247303/?ref_=fn_al_tt_1	['Indonesian', 'English']	['India']	['Action', 'Horror', 'Mystery']	['nm0338614/', 'nm0915208/', 'nm0856908/', 'nm0000461/', 'nm0001346/', 'nm0000445/', 'nm0000579/', 'nm0577060/', 'nm0568211/', 'nm0137121/']	5.1	nm0791248
4516	Certifiably Jonathan	Feb	11	2011	1.2	0.007826	0.007826	/title/tt0976025/?ref_=fn_al_tt_1	['English', 'Russian']	['USA', 'Japan']	['Documentary', 'Comedy']	['nm0005565/', 'nm0000245/', 'nm0005177/', 'nm0004887/', 'nm0798971/', 'nm0176792/', 'nm0001787/', 'nm0453994/', 'nm0458951/', 'nm0830198/']	5.6	nm0175730
4517	La navaja de Don Juan	Sep	18	2015	1.2	0.004254	0.004254	/title/tt1349485/?ref_=fn_al_tt_1	['English']	['USA']	['Comedy', 'Drama']	['nm3263285/', 'nm3263511/', 'nm3040234/', 'nm0037480/', 'nm1878309/', 'nm0349526/', 'nm2741613/', 'nm0677728/', 'nm2097120/', 'nm3264354/']	4.7	nm0036582
4518	Extreme Movie	Dec	31	2008	1.2	0.0	0.081338	/title/tt0806147/?ref_=fn_al_tt_1	['English', 'Hindi']	['USA']	['Comedy']	['nm1140666/', 'nm1594832/', 'nm3335042/', 'nm0148418/', 'nm0991553/', 'nm0156345/', 'nm0168371/', 'nm1168875/', 'nm0194900/', 'nm1445262/']	7.2	nm0001008
4519	Grand Theft Parsons	Jun	18	2004	1.2	0.0	0.0	/title/tt0338075/?ref_=fn_al_tt_1	['English', 'German']	['UK', 'Denmark', 'Norway']	['Adventure', 'Comedy', 'Drama']	['nm0574535/', 'nm0424216/', 'nm1555713/', 'nm0532683/', 'nm0079612/', 'nm1229832/', 'nm0012523/', 'nm0322325/', 'nm0128452/', 'nm0609372/']	3.5	nm0000876
4520	Below Zero	Aug	28	2012	1.2	0.0	0.0	/title/tt1641388/?ref_=fn_al_tt_1	['English']	['USA']	['Thriller']	['nm0000411/', 'nm0077720/', 'nm0095746/', 'nm2424714/', 'nm3886373/', 'nm3886992/', 'nm4693904/', '', '', '']	3.9	nm0379237
4521	Crowsnest	Sep	7	2012	1.2	0.0	0.0	/title/tt2180333/?ref_=fn_al_tt_1	['English']	['USA', 'UK']	['Horror', 'Mystery', 'Thriller']	['nm2920313/', 'nm4485410/', 'nm3527541/', 'nm3650800/', 'nm4424174/', 'nm4004498/', 'nm0003210/', 'nm1733480/', 'nm0791949/', '']	5.2	nm0000033
4522	Airborne	Sep	14	2012	1.2	0.0	0.0	/title/tt0106233/?ref_=fn_al_tt_1	['English']	['USA']	['Adventure', 'Comedy', 'Sport']	['nm0567574/', 'nm0001293/', 'nm0694044/', 'nm0175621/', 'nm0566052/', 'nm0639403/', 'nm0085312/', 'nm0005513/', 'nm0889846/', 'nm0821111/']	5.2	nm0811583
4523	Cotton Comes to Harlem	Sep	9	2014	1.2	0.0	0.0	/title/tt0065579/?ref_=fn_al_tt_1	['English']	['USA']	['Action', 'Comedy']	['nm0131387/', 'nm0820566/', 'nm0516865/', 'nm0655142/', 'nm0289359/', 'nm0945904/', 'nm0026930/', 'nm0414279/', 'nm0733929/', 'nm0134201/']	3.8	nm0000382
4524	Bleeding Hearts	Feb	3	2015	1.2	0.0	0.0	/title/tt2622294/?ref_=fn_al_tt_1	['English']	['']	['Horror']	['nm0005162/', 'nm0001164/', 'nm0865302/', 'nm0224616/', 'nm0378880/', 'nm0730436/', 'nm1217063/', 'nm0216016/', 'nm0091931/', 'nm1520852/']	5.0	nm0962849
4525	The Wicked Within	Dec	31	2013	1.2	0.0	0.0	/title/tt1943014/?ref_=fn_al_tt_1	['English', 'Portuguese']	['USA']	['Horror']	['nm0347149/', 'nm3056324/', 'nm0162281/', 'nm0382920/', 'nm0000616/', 'nm0042438/', 'nm2395760/', 'nm0293411/', 'nm0005258/', 'nm0489857/']	6.9	nm0603466
4526	God’s Not Dead	Mar	21	2014	1.15	60.755732	63.777092	/title/tt2528814/?ref_=fn_al_tt_1	['English']	['USA']	['Drama']	['nm0001757/', 'nm2436499/', 'nm0924684/', 'nm0001002/', 'nm3542587/', 'nm4891898/', 'nm1603687/', 'nm2419116/', 'nm1375569/', 'nm0646803/']	6.1	nm0001252
4527	Waiting...	Oct	7	2005	1.125	16.124543	18.673274	/title/tt0348333/?ref_=fn_al_tt_1	['English']	['USA', 'Guyana']	['Comedy']	['nm0005351/', 'nm0267506/', 'nm0519043/', 'nm0462712/', 'nm0350079/', 'nm0564277/', 'nm0197855/', 'nm1291974/', 'nm0070810/', 'nm0005513/']	6.7	nm0007182
4528	Dead Man's Shoes	May	12	2006	1.125	0.006408	0.414736	/title/tt0419677/?ref_=fn_al_tt_1	['English']	['USA', 'UK', '']	['Crime', 'Drama', 'Thriller']	['nm0175916/', 'nm0834282/', 'nm1527905/', 'nm0938176/', 'nm0068430/', 'nm1675440/', 'nm0642306/', 'nm0366846/', 'nm1670175/', 'nm0040060/']	8.1	nm0001054
4529	Wolf Creek	Dec	25	2005	1.1	16.186348	29.005064	/title/tt4460878/?ref_=fn_al_tt_1	['Hindi']	['UK', 'USA']	['Drama', 'Horror', 'Thriller']	['nm0418877/', 'nm4867258/', 'nm1967109/', 'nm0574173/', 'nm0210407/', 'nm2141404/', 'nm1812267/', 'nm0159046/', 'nm0696894/', 'nm0402102/']	4.8	nm0001053
4530	Serbuan maut	Mar	23	2012	1.1	4.105123	9.297407	/title/tt1899353/?ref_=fn_al_tt_1	['English']	['USA']	['Action', 'Crime', 'Thriller']	['nm3299397/', 'nm3029144/', 'nm1902766/', 'nm3345670/', 'nm2679703/', 'nm1228805/', 'nm4792581/', 'nm4952063/', 'nm4950660/', 'nm2681362/']	7.1	nm0081433
4531	The Offspring	Sep	4	1987	1.1	1.355728	1.355728	/title/tt0091671/?ref_=fn_al_tt_1	['English']	['Denmark', 'USA']	['Action', 'Drama', 'Horror']	['nm0001637/', 'nm0347656/', 'nm0435218/', 'nm0128370/', 'nm0143614/', 'nm0593192/', 'nm0879073/', 'nm0000936/', 'nm0112232/', 'nm0126084/']	7.1	nm0957772
4532	Sex with Strangers	Feb	22	2002	1.1	0.24774	0.24774	/title/tt0304692/?ref_=fn_al_tt_1	['English']	['USA']	['Documentary', 'Drama']	['', '', '', '', '', '', '', '', '', '']	6.9	nm0589182
4533	Beyond the Black Rainbow	May	18	2012	1.1	0.056491	0.056491	/title/tt1534085/?ref_=fn_al_tt_1	['English']	['USA']	['Sci-Fi', 'Thriller']	['nm1558628/', 'nm3597280/', 'nm0405111/', 'nm0722013/', 'nm0635939/', 'nm0816042/', 'nm0310240/', 'nm3661267/', 'nm2318220/', 'nm3657013/']	5.5	nm1711754
4534	Dracula: Pages from a Virgin's Diary	May	14	2003	1.1	0.039659	0.081371	/title/tt0293113/?ref_=fn_al_tt_1	['English']	['USA']	['Comedy', 'Horror', 'Musical']	['nm1041931/', 'nm1039461/', 'nm0606074/', 'nm1041564/', 'nm1083181/', 'nm1137020/', 'nm1134577/', 'nm0990524/', 'nm0623697/', 'nm1139377/']	6.1	nm0000812
4535	The Sleepwalker	Nov	21	2014	1.1	0.002636	0.002636	/title/tt2723576/?ref_=fn_al_tt_1	['English']	['India']	['Drama']	['nm1926861/', 'nm3571592/', 'nm3052532/', 'nm1227232/', '', '', '', '', '', '']	5.6	nm0063785
4536	Departure	Dec	31	2015	1.1	0.0	0.027561	/title/tt2248739/?ref_=fn_al_tt_1	['English']	['USA']	['Drama', 'Family', 'Romance']	['nm0828980/', 'nm3867299/', 'nm3760606/', 'nm0528297/', 'nm0193657/', 'nm0432107/', 'nm1368180/', 'nm3437277/', '', '']	7.1	nm0337773
4537	Faith Like Potatoes	Apr	7	2009	1.1	0.0	0.0	/title/tt0850667/?ref_=fn_al_tt_1	['English', 'Spanish']	['USA']	['Drama']	['nm1421542/', 'nm2371795/', 'nm2370080/', 'nm2372096/', 'nm0584206/', 'nm0074566/', 'nm2373648/', 'nm2371916/', 'nm2371181/', 'nm2372013/']	8.2	nm0026442
4538	Lake Mungo	Mar	23	2010	1.1	0.0	0.0	/title/tt0816556/?ref_=fn_al_tt_1	['English']	['USA']	['Drama', 'Horror', 'Mystery']	['nm1647620/', 'nm0687109/', 'nm2089454/', 'nm1457088/', 'nm1943070/', 'nm3075411/', 'nm0731288/', 'nm0191799/', 'nm1531406/', 'nm2105533/']	7.5	nm2881794
4539	Silent Running	Apr	7	2015	1.1	0.0	0.0	/title/tt0067756/?ref_=fn_al_tt_1	['English']	['USA']	['Drama', 'Sci-Fi']	['nm0001136/', 'nm0693420/', 'nm0726492/', 'nm0006956/', 'nm0675539/', 'nm2762752/', 'nm0816970/', 'nm0924208/', '', '']	5.8	nm0307531
4540	Dead Undead The	Dec	31	2010	1.1	0.0	0.0	/title/tt0923653/?ref_=fn_al_tt_1	['English']	['USA']	['Action', 'Horror', 'Sci-Fi']	['nm0331577/', 'nm0027164/', 'nm0818454/', 'nm0480971/', 'nm0174913/', 'nm2488633/', 'nm1130845/', 'nm0949440/', 'nm2110814/', 'nm1067251/']		nm1697112
4541	The Vatican Exorcisms	Dec	31	2013	1.1	0.0	0.0	/title/tt3043194/?ref_=fn_al_tt_1	['English']	['USA']	['Horror']	['nm0536016/', 'nm1162230/', 'nm6938036/', '', '', '', '', '', '', '']	5.9	nm0132257
4542	Rocket Singh: Salesman of the Year	Dec	11	2009	1.07	0.164649	5.348767	/title/tt1434447/?ref_=fn_al_tt_1	['English']	['USA']	['Comedy', 'Drama']	['nm1633541/', 'nm0159159/', 'nm1247401/', 'nm1201151/', 'nm3732824/', 'nm9064471/', 'nm4455676/', 'nm9064469/', 'nm9064474/', 'nm1472197/']	6.4	nm0000122
4543	Casablanca	Jan	23	1943	1.039	10.4625	10.4625	/title/tt0034583/?ref_=fn_al_tt_1	['English']	['USA']	['Drama', 'Romance', 'War']	['nm0000007/', 'nm0000006/', 'nm0002134/', 'nm0001647/', 'nm0891998/', 'nm0002113/', 'nm0000048/', 'nm0757064/', 'nm0495495/', 'nm0933330/']	6.7	nm0114197
4544	Rocky	Nov	21	1976	1.0	117.235147	225.0	/title/tt0075148/?ref_=fn_al_tt_1	['English']	['USA']	['Drama', 'Sport']	['nm0000230/', 'nm0001735/', 'nm0949350/', 'nm0001835/', 'nm0580565/', 'nm0203076/', 'nm0818874/', 'nm0303729/', 'nm0049852/', 'nm0759299/']	6.4	nm0971919
4545	The Devil Inside	Jan	6	2012	1.0	53.261944	101.758489	/title/tt1560985/?ref_=fn_al_tt_1	['English']	['USA']	['Horror']	['nm1223326/', 'nm0702945/', 'nm1069312/', 'nm3209537/', 'nm0189791/', 'nm0604507/', 'nm0424647/', 'nm4958857/', 'nm4958908/', 'nm0698763/']	7.1	nm0004805
4546	Tom Jones	Oct	7	1963	1.0	37.6	37.6	/title/tt0057590/?ref_=fn_al_tt_1	['Urdu']	['USA']	['Adventure', 'Comedy', 'History']	['nm0222627/', 'nm0447499/', 'nm0045967/', 'nm0715010/', 'nm0532290/', 'nm0001215/', 'nm0162284/', 'nm0493347/', 'nm0595602/', 'nm0119988/']	7.3	nm0376247
4547	Unfriended	Apr	17	2015	1.0	32.48209	62.561449	/title/tt3713166/?ref_=fn_al_tt_1	['English']	['USA']	['Drama', 'Horror', 'Mystery']	['nm2054764/', 'nm4026000/', 'nm1237541/', 'nm2645189/', 'nm3878725/', 'nm3816797/', 'nm0648164/', 'nm3846106/', 'nm3624195/', 'nm4290140/']		nm0755158
4548	Taxi Driver	Feb	8	1976	1.0	28.262574	28.268493	/title/tt0075314/?ref_=fn_al_tt_1	['English']	['USA']	['Crime', 'Drama']	['nm0007958/', 'nm0012524/', 'nm0034519/', 'nm0034082/', 'nm0043039/', 'nm0001967/', 'nm0000983/', 'nm0169903/', 'nm0192276/', 'nm0000134/']	7.1	nm0609522
4549	An Inconvenient Truth	May	24	2006	1.0	24.146161	52.769915	/title/tt0497116/?ref_=fn_al_tt_1	['English']	['USA']	['Documentary']	['nm0330722/', 'nm0921942/', '', '', '', '', '', '', '', '']	3.3	nm0567680
4550	The Fog	Feb	1	1980	1.0	21.378361	21.378361	/title/tt0432291/?ref_=fn_al_tt_1	['English']	['Germany', 'USA']	['Horror']	['nm0919991/', 'nm1192254/', 'nm0004757/', 'nm1154986/', 'nm0920564/', 'nm0396406/', 'nm0098597/', 'nm1877089/', 'nm0085420/', 'nm0949726/']	6.5	
4551	Chernobyl Diaries	May	25	2012	1.0	18.11964	42.411721	/title/tt1991245/?ref_=fn_al_tt_1	['English', 'Spanish']	['USA']	['Horror', 'Mystery', 'Thriller']	['nm2070336/', 'nm0224929/', 'nm2772584/', 'nm3220170/', 'nm0565366/', 'nm0680667/', 'nm1838070/', 'nm0863794/', 'nm1179625/', 'nm4911852/']	7.3	nm2067421
4552	The Howling	Apr	10	1981	1.0	17.985	17.985	/title/tt0082533/?ref_=fn_al_tt_1	[]	['Pakistan']	['Horror']	['nm0908914/', 'nm0001495/', 'nm0240797/', 'nm0831791/', 'nm0049470/', 'nm0002994/', 'nm0001017/', 'nm0001620/', 'nm0111974/', 'nm0000585/']	6.6	nm0339254
4553	Dr. No	May	8	1963	1.0	16.067035	59.567035	/title/tt0055928/?ref_=fn_al_tt_1	['English']	['USA']	['Action', 'Adventure', 'Thriller']	['nm0000125/', 'nm0000266/', 'nm0936476/', 'nm0520437/', 'nm0496866/', 'nm0206060/', 'nm0551243/', 'nm0457839/', 'nm0311013/', 'nm0561755/']	5.5	nm0712801
4554	Hellraiser	Sep	18	1987	1.0	14.564	14.564	/title/tt0093177/?ref_=fn_al_tt_1	['English']	['USA']	['Horror', 'Thriller']	['nm0732367/', 'nm0383354/', 'nm0491090/', 'nm0152521/', 'nm0809483/', 'nm0385707/', 'nm0020269/', 'nm3788744/', 'nm0144224/', 'nm0048450/']	7.0	nm2968466
4555	Cry Wolf	Sep	16	2005	1.0	10.047674	15.943081	/title/tt0384286/?ref_=fn_al_tt_1	['English']	['USA']	['Drama', 'Horror', 'Mystery']	['nm2048313/', 'nm0606690/', 'nm0095751/', 'nm0063903/', 'nm0170550/', 'nm0655585/', 'nm1483268/', 'nm1482818/', 'nm1139541/', 'nm1443303/']	6.9	nm1776878
4556	Godzilla 2000	Aug	18	2000	1.0	10.03739	10.03739	/title/tt0188640/?ref_=fn_al_tt_1	['English']	['UK']	['Action', 'Adventure', 'Drama']	['nm0613598/', 'nm0008346/', 'nm0632656/', 'nm0840639/', 'nm0762965/', 'nm0959973/', 'nm0620664/', 'nm0454109/', 'nm0071024/', 'nm0619334/']	8.4	nm0735276
4557	Blue Valentine	Dec	29	2010	1.0	9.737892	16.56624	/title/tt1120985/?ref_=fn_al_tt_1	['English']	['USA']	['Drama', 'Romance']	['nm0331516/', 'nm0931329/', 'nm3504430/', 'nm0231283/', 'nm1036181/', 'nm3666421/', 'nm1827220/', 'nm0687694/', 'nm4230202/', 'nm4230064/']	7.4	nm1394062
4558	Transamerica	Dec	2	2005	1.0	9.015303	16.553163	/title/tt0407265/?ref_=fn_al_tt_1	['English']	[]	['Adventure', 'Comedy', 'Drama']	['nm2092175/', 'nm0005031/', 'nm1388685/', 'nm0650488/', 'nm0001615/', 'nm2097853/', 'nm0096637/', 'nm0954225/', 'nm1372616/', 'nm0263287/']	7.1	nm2033655
4559	Beyond the Valley of the Dolls	Jan	1	1970	1.0	9.0	9.0	/title/tt0065466/?ref_=fn_al_tt_1	['Spanish', 'Arabic']	['USA']	['Comedy', 'Drama', 'Music']	['nm0713820/', 'nm0616675/', 'nm0564394/', 'nm0493677/', 'nm0088793/', 'nm0348611/', 'nm0005557/', 'nm0310532/', 'nm0205295/', 'nm0656188/']	7.1	nm0135952
4560	Love Me Tender	Jan	1	1956	1.0	9.0	9.0	/title/tt0049452/?ref_=fn_al_tt_1	['English']	['USA']	['Drama', 'Romance', 'Western']	['nm0250724/', 'nm0656428/', 'nm0000062/', 'nm0585557/', 'nm0132930/', 'nm0104507/', 'nm0242972/', 'nm0071636/', 'nm0238628/', 'nm0176773/']	8.0	nm0003941
4561	Sands of Iwo Jima	Jan	1	1949	1.0	7.8	7.8	/title/tt0041841/?ref_=fn_al_tt_1	['English']	['USA']	['Action', 'Drama', 'Romance']	['nm0000078/', 'nm0000730/', 'nm0544711/', 'nm0875861/', 'nm0144082/', 'nm0113769/', 'nm0916253/', 'nm0291821/', 'nm0084098/', 'nm0390204/']	7.2	
4562	The Green Inferno	Sep	25	2015	1.0	7.192291	12.931569	/title/tt2403021/?ref_=fn_al_tt_1	['English']	['USA']	['Adventure', 'Crime', 'Horror']	['nm4448022/', 'nm1642639/', 'nm0754512/', 'nm1926300/', 'nm1538095/', 'nm3650037/', 'nm1169229/', 'nm2746751/', 'nm1816876/', 'nm1259116/']	6.5	nm1914394
4563	The Sessions	Oct	19	2012	1.0	6.002451	11.495204	/title/tt1866249/?ref_=fn_al_tt_1	['English']	['UK']	['Biography', 'Comedy', 'Drama']	['nm0370035/', 'nm0000166/', 'nm0000513/', 'nm1291227/', 'nm1161296/', 'nm0035060/', 'nm0674231/', 'nm0114868/', 'nm0917848/', 'nm0512420/']		nm0183183
4564	Shine a Light	Apr	4	2008	1.0	5.505267	16.173879	/title/tt0893382/?ref_=fn_al_tt_1	['English']	['USA']	['Documentary', 'Biography', 'Music']	['nm0001396/', 'nm0724189/', 'nm0915115/', 'nm0939976/', 'nm0427850/', 'nm0495346/', 'nm0450867/', 'nm0288658/', 'nm1423952/', 'nm0152229/']	4.3	nm0359457
4565	October Baby	Mar	23	2012	1.0	5.355847	5.391992	/title/tt1720182/?ref_=fn_al_tt_1	['English']	['Spain']	['Drama']	['nm3598337/', 'nm3600327/', 'nm0773884/', 'nm1726583/', 'nm3121919/', 'nm4562498/', 'nm5268471/', 'nm3411433/', 'nm4169330/', 'nm0629634/']	6.3	nm0229424
4566	The Skeleton Twins	Sep	12	2014	1.0	5.284309	5.797192	/title/tt1571249/?ref_=fn_al_tt_1	['English']	['USA']	['Comedy', 'Drama', 'Romance']	['nm0352778/', 'nm1325419/', 'nm0005561/', 'nm0123092/', 'nm2933542/', 'nm0322306/', 'nm1137659/', 'nm0502180/', 'nm4727372/', 'nm3692115/']	4.8	nm0551506
4567	20 Feet From Stardom	Jun	14	2013	1.0	4.94625	5.892466	/title/tt2396566/?ref_=fn_al_tt_1	['English', 'Spanish']	['USA']	['Documentary', 'Music']	['nm0004693/', 'nm3646228/', 'nm0004720/', 'nm0098660/', 'nm0101940/', 'nm0157552/', 'nm5861818/', 'nm3973533/', 'nm6141977/', 'nm0165749/']	6.4	nm0023832
4568	Obvious Child	Jun	6	2014	1.0	3.122616	3.32407	/title/tt2910274/?ref_=fn_al_tt_1	['English']	['USA']	['Comedy', 'Drama', 'Romance']	['nm2809577/', 'nm2802539/', 'nm0000451/', 'nm0802048/', 'nm0454236/', 'nm0237164/', 'nm4460471/', 'nm3821405/', 'nm0156461/', 'nm0591292/']	7.5	nm3069600
4569	Martha Marcy May Marlene	Oct	21	2011	1.0	2.981038	5.438911	/title/tt1441326/?ref_=fn_al_tt_1	['English']	['USA']	['Drama', 'Mystery', 'Thriller']	['nm0647634/', 'nm3571592/', 'nm1227232/', 'nm0199215/', 'nm1978694/', 'nm3400186/', 'nm0370035/', 'nm2106801/', 'nm0005299/', 'nm4311436/']	7.7	nm0003160
4570	Junebug	Aug	3	2005	1.0	2.67801	3.553253	/title/tt0467406/?ref_=fn_al_tt_1	['English']	['Canada']	['Comedy', 'Drama']	['nm0680983/', 'nm0148418/', 'nm0004950/', 'nm0000867/', 'nm0005049/', 'nm0799777/', 'nm1880888/', 'nm0669826/', 'nm0933988/', 'nm0163818/']	7.5	nm0175730
4571	Frozen River	Aug	1	2008	1.0	2.511476	6.030129	/title/tt0978759/?ref_=fn_al_tt_1	['English', 'French']	['USA']	['Crime', 'Drama']	['nm0502425/', 'nm1130728/', 'nm1668208/', 'nm0001574/', 'nm0095478/', 'nm2860985/', 'nm1828101/', 'nm2591389/', 'nm1954963/', 'nm2326874/']	6.9	nm0554169
4572	The Sidewalks of New York	Nov	21	2001	1.0	2.402459	3.575308	/title/tt0141823/?ref_=fn_al_tt_1	['English']	['USA']	['Animation', 'Short', 'Family']	['', '', '', '', '', '', '', '', '', '']	7.0	
4573	Two Girls and a Guy	Apr	24	1998	1.0	2.057193	2.315026	/title/tt0124179/?ref_=fn_al_tt_1	['English', 'Italian']	['USA']	['Comedy', 'Drama']	['nm0906031/', 'nm0001287/', 'nm0202819/', 'nm0886479/', 'nm0000375/', '', '', '', '', '']	5.5	nm0950001
4574	The Broken Hearts Club: A Romantic Comedy	Sep	29	2000	1.0	1.744858	2.022442	/title/tt0222850/?ref_=fn_al_tt_1	['English']	['Pu']	['Comedy', 'Drama', 'Romance']	['nm0916491/', 'nm0648249/', 'nm0569847/', 'nm0103785/', 'nm0122822/', 'nm0001002/', 'nm0668283/', 'nm0104777/', 'nm0564223/', 'nm0676649/']	8.1	nm0899121
4575	Who Killed the Electric Car?	Jun	28	2006	1.0	1.678874	1.849392	/title/tt0489037/?ref_=fn_al_tt_1	['English']	['USA']	['Documentary']	['nm0000640/', 'nm1654810/', 'nm2735078/', 'nm0000893/', 'nm2729871/', 'nm2808281/', 'nm2739813/', 'nm2733636/', 'nm0226887/', 'nm1665635/']	6.6	nm0000114
4576	Walking and Talking	Jul	17	1996	1.0	1.28748	1.615787	/title/tt0118113/?ref_=fn_al_tt_1	['English']	['USA']	['Comedy', 'Drama', 'Romance']	['nm0106010/', 'nm0722614/', 'nm0001416/', 'nm0000162/', 'nm0000871/', 'nm0219305/', 'nm0665114/', 'nm0000630/', 'nm0276062/', 'nm0180984/']	4.8	nm1519363
4577	Bubba Ho-Tep	Sep	19	2003	1.0	1.239183	1.492895	/title/tt0281686/?ref_=fn_al_tt_1	['English', 'Spanish']	['USA']	['Comedy', 'Fantasy', 'Horror']	['nm0132257/', 'nm0001115/', 'nm0431520/', 'nm0549436/', 'nm0412370/', 'nm1371025/', 'nm0672074/', 'nm0052410/', 'nm0736263/', 'nm0003979/']	5.2	nm0184616
4578	No Man's Land	Dec	7	2001	1.0	1.067481	2.684207	/title/tt0119164/?ref_=fn_al_tt_1	['English']	['UK', 'USA', 'France']	['Comedy', 'Drama']	['nm0001015/', 'nm0004692/', 'nm0810890/', 'nm0401269/', 'nm0929489/', 'nm0053448/', 'nm0817563/', 'nm0789093/', 'nm0941056/', 'nm0177678/']	5.6	nm0233050
4579	Slam	Oct	9	1998	1.0	1.009819	1.087521	/title/tt4379536/?ref_=fn_al_tt_1	[]	['Germany', 'USA']	['Comedy', 'Drama', 'Romance']	['nm6659110/', 'nm7763294/', 'nm0872910/', 'nm2143950/', 'nm0856321/', 'nm0706647/', 'nm8593858/', 'nm0973775/', 'nm8863835/', 'nm1033487/']	8.0	nm1779938
4580	Brigham City	Apr	6	2001	1.0	0.852206	0.852206	/title/tt0268200/?ref_=fn_al_tt_1	['Persian', 'English', 'French']	['USA']	['Crime', 'Drama', 'Mystery']	['nm0244756/', 'nm0114231/', 'nm0000979/', 'nm0604537/', 'nm1052437/', 'nm0665290/', 'nm0425334/', 'nm0961106/', 'nm0109419/', 'nm1467998/']	3.1	nm0754818
4581	Panic	Dec	1	2000	1.0	0.779137	1.425707	/title/tt1051904/?ref_=fn_al_tt_1	['English', 'Amer']	['USA', 'Canada']	['Adventure', 'Comedy', 'Family']	['nm0085312/', 'nm1910255/', 'nm3843467/', 'nm2619114/', 'nm0752407/', 'nm3255459/', 'nm4296013/', 'nm3374941/', 'nm1080768/', 'nm2140322/']	5.1	nm1165576
4582	Palo Alto	May	9	2014	1.0	0.767732	1.156309	/title/tt2479800/?ref_=fn_al_tt_1	['English']	['USA']	['Drama']	['nm5451410/', 'nm1822659/', 'nm0731075/', 'nm1478028/', 'nm2228613/', 'nm0290556/', 'nm0000174/', 'nm4405869/', 'nm3131234/', 'nm1694447/']	7.3	nm2404755
4583	Fiza	Sep	8	2000	1.0	0.623791	1.179462	/title/tt0248012/?ref_=fn_al_tt_1	['English']	['USA']	['Action', 'Crime', 'Drama']	['nm0080149/', 'nm0006433/', 'nm0004335/', 'nm0624545/', 'nm0755091/', 'nm0759180/', 'nm0465929/', 'nm0856897/', 'nm0621560/', 'nm0422567/']	8.0	nm0000887
